,Age,Number of Dependents,Latitude,Longitude,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Internet Type_DSL,Unlimited Data_Yes,Contract_Month-to-Month,Contract_One Year,Customer Status
927,63,0,33.918043,-117.617809,1,61,17.73,2.0,94.15,5731.85,1081.53,6813.38,0,1,1,0,Stayed
928,59,0,38.169605,-121.310964,0,13,33.69,15.0,80.0,1029.35,437.97,1467.32,0,0,1,0,Stayed
929,22,0,34.422519,-118.420717,10,64,40.49,69.0,102.45,6654.1,2591.36,9245.46,0,1,0,1,Stayed
930,57,0,34.182378,-118.262922,0,1,12.0,0.0,20.05,20.05,12.0,32.05,0,0,1,0,Churned
931,26,3,33.571259,-117.731917,9,72,34.69,59.0,115.6,8220.4,2497.68,10858.08,0,0,0,0,Stayed
932,30,2,37.878554,-122.26609,1,27,13.55,59.0,71.6,1957.1,365.85,2462.95,0,0,1,0,Stayed
933,22,0,32.762506,-117.07245,10,22,6.03,51.0,59.75,1374.35,132.66,1507.01,1,1,0,1,Stayed
934,23,0,40.336392,-122.448533,0,11,28.76,27.0,62.59090909090909,688.5,316.36,955.62,1,1,1,0,Stayed
935,53,3,40.390301,-123.412327,0,4,29.09,0.0,19.55,68.8,116.36,185.16,0,0,0,0,Stayed
936,56,2,41.017282,-121.468945,1,7,9.1,28.0,48.8,349.8,63.7,413.5,1,1,1,0,Stayed
937,44,0,37.708327,-122.083473,0,6,46.59,7.0,78.65,483.3,279.54,772.84,1,0,1,0,Stayed
938,46,0,33.611945,-117.665867,10,50,38.29,16.0,98.25,4858.7,1914.5,6769.65,0,1,0,1,Stayed
939,25,1,36.785618,-120.625382,7,11,21.14,47.0,59.65,683.25,232.54,915.79,1,1,1,0,Stayed
940,68,0,33.944624,-118.192615,1,54,22.05,17.0,99.1,5437.1,1190.7,6627.8,0,1,0,1,Stayed
941,45,1,38.010092,-122.689442,2,23,0.0,19.0,30.35,678.75,0.0,678.75,1,1,1,0,Stayed
942,50,0,39.34128,-120.786867,6,67,17.72,23.0,109.7,7344.45,1187.24,8531.69,0,1,0,1,Stayed
943,80,0,36.125529,-120.864443,0,1,39.1,27.0,70.3,70.3,39.1,109.4,0,1,1,0,Churned
944,55,0,34.063947,-118.383001,0,46,33.18,3.0,94.15,4408.45,1526.28,5934.73,0,1,0,1,Stayed
945,64,0,40.363446,-123.835041,2,10,0.0,8.0,56.05,560.5,0.0,560.5,1,1,0,0,Stayed
946,25,0,40.346634,-120.386422,0,48,13.67,0.0,24.35,1133.7,656.16,1789.86,0,0,0,1,Stayed
947,71,0,37.100948,-120.270136,8,40,28.56,18.0,55.8,2283.3,1142.4,3475.7,1,0,0,1,Stayed
948,62,0,37.621458,-121.012295,1,11,15.69,12.0,66.35,740.8,172.59,913.39,1,1,1,0,Churned
949,65,0,37.766556,-121.976784,0,4,49.5,23.0,94.3,424.45,198.0,622.45,0,1,1,0,Churned
950,37,0,34.015481,-118.493231,0,30,10.74,13.0,48.8,1536.75,322.2,1858.95,1,1,1,0,Stayed
951,31,1,34.105935,-117.2914,0,15,30.22,12.0,91.0,1430.05,453.3,1883.35,0,1,1,0,Stayed
952,62,0,33.819814,-118.222416,0,7,48.22,0.0,20.05,164.85,337.54,502.39,0,0,1,0,Churned
953,58,0,40.740138,-122.587476,0,16,34.18,8.0,80.55,1248.9,546.88,1795.78,0,1,1,0,Stayed
954,32,0,39.710591,-123.682799,0,9,45.99,0.0,20.45,147.55,413.91,561.46,0,0,1,0,Stayed
955,42,0,39.045246,-122.743181,0,7,33.18,0.0,18.95,130.55,232.26,362.81,0,0,1,0,Stayed
956,65,0,33.921793,-118.140588,0,3,26.32,8.0,91.05,289.1,78.96,368.06,0,1,1,0,Churned
957,21,3,32.578103,-117.012975,7,20,15.29,59.0,76.0,1588.75,305.8,1957.25,0,0,0,1,Stayed
958,27,0,33.9108,-117.398153,0,11,18.33,76.0,72.9,818.45,201.63,1020.08,0,1,1,0,Stayed
960,70,0,41.33832,-122.290756,4,44,44.44,6.0,85.15,3670.5,1955.36,5625.86,0,1,0,0,Stayed
961,44,3,34.057496,-118.413959,5,43,0.0,53.0,29.3,1224.05,0.0,1224.05,0,1,1,0,Stayed
962,40,0,35.55647,-118.244914,0,24,47.51,0.0,20.75,487.05,1140.24,1627.29,0,0,0,0,Stayed
963,32,0,33.624654,-117.611733,1,21,5.07,26.0,74.05,1565.7,106.47,1672.17,0,1,1,0,Churned
964,47,0,37.343827,-121.883119,0,7,0.0,14.0,35.3,264.8,0.0,264.8,1,1,0,1,Stayed
965,43,2,33.887676,-118.127289,3,57,12.26,0.0,19.75,1272.05,698.82,1970.87,0,0,0,0,Stayed
966,35,0,33.81859,-117.821288,0,11,16.14,8.0,64.75,712.25,177.54,889.79,1,1,1,0,Stayed
967,71,0,34.090925,-118.128164,1,3,41.3,2.0,105.9,334.65,123.9,458.55,0,1,1,0,Churned
968,31,0,37.785033,-120.776141,2,57,16.78,29.0,107.95,5969.85,956.46,6926.31,0,1,0,0,Stayed
969,64,1,34.019323,-118.391902,2,23,24.22,0.0,20.0,445.3,557.06,1002.36,0,0,0,1,Stayed
970,22,2,38.434138,-121.30587,7,18,40.36,51.0,61.5,1087.45,726.48,1813.93,1,1,0,1,Stayed
971,47,2,33.688546,-117.788091,5,70,48.57,0.0,20.05,1360.25,3399.9,4760.15,0,0,0,0,Stayed
972,23,3,39.191797,-120.212401,3,33,28.4,0.0,20.1,579.4,937.2,1516.6,0,0,0,1,Stayed
975,77,0,32.733564,-117.033713,5,54,32.56,16.0,110.45,6077.75,1758.24,7835.99,0,1,0,0,Stayed
976,47,2,34.966777,-117.961179,3,7,49.98,25.0,71.35,515.75,349.86,865.61,0,1,1,0,Stayed
977,45,0,38.554383,-122.474773,3,70,1.07,21.0,84.6,5706.2,74.9,5781.1,0,1,0,0,Stayed
978,68,0,37.223,-119.001021,0,1,30.23,30.0,89.3,89.3,30.23,119.53,0,1,1,0,Churned
979,75,0,37.290606,-119.216328,6,30,33.48,22.0,105.7,3181.8,1004.4,4186.2,0,1,1,0,Stayed
980,64,0,38.445939,-121.496855,4,32,43.11,18.0,79.25,2619.15,1379.52,3981.71,0,1,0,1,Stayed
982,62,0,40.617614,-122.512861,3,56,7.0,18.0,98.7,5669.5,392.0,6061.5,0,1,1,0,Stayed
983,20,0,38.505995,-123.187019,0,11,5.4,41.0,74.55,824.75,59.4,884.15,0,1,1,0,Churned
984,54,0,38.574856,-121.46504,0,52,20.8,30.0,109.3,5731.4,1081.6,6869.15,0,0,0,0,Stayed
985,57,0,37.233226,-121.78809,0,12,36.65,0.0,19.7,260.9,439.8,700.7,0,0,0,1,Stayed
986,46,0,38.049457,-121.21653,0,29,0.0,8.0,35.6,1072.6,0.0,1072.6,1,1,0,1,Stayed
987,44,1,37.916648,-122.008483,1,33,1.62,30.0,82.1,2603.1,53.46,2656.56,0,1,0,0,Stayed
988,35,1,37.483535,-119.679414,0,22,46.45,0.0,19.05,454.05,1021.9,1475.95,0,0,1,0,Stayed
989,53,0,39.125311,-121.392283,0,29,0.0,7.0,30.6,856.35,0.0,856.35,1,1,1,0,Churned
990,62,0,40.03194,-122.176023,6,10,37.08,7.0,67.8,653.15,370.8,1023.95,0,1,1,0,Stayed
991,42,0,34.051809,-118.383843,10,26,1.75,0.0,17.676923076923078,459.6,45.5,505.1,0,0,0,1,Stayed
992,33,0,33.993991,-118.39704,0,13,0.0,28.0,29.15,357.15,0.0,357.15,1,1,1,0,Stayed
993,40,2,34.029043,-118.239504,7,66,39.45,19.0,103.15,7031.3,2603.7,9635.0,0,1,0,1,Stayed
994,51,0,40.059385,-122.091481,1,70,17.17,20.0,115.65,7968.85,1201.9,9180.75,0,0,0,1,Churned
995,54,0,34.003553,-118.308933,1,1,2.2,30.0,69.15,69.15,2.2,71.35,0,1,1,0,Churned
996,39,0,32.825086,-117.199424,0,57,17.55,15.0,95.25,5464.65,1000.35,6465.0,0,1,0,0,Churned
997,61,3,32.68674,-117.186612,2,58,43.01,30.0,105.2,6225.4,2494.58,8685.15,0,1,0,1,Stayed
998,48,0,35.490705,-119.286833,1,1,35.71,3.0,80.0,80.0,35.71,115.71,0,1,1,0,Churned
999,33,0,40.559177,-120.612113,0,3,15.12,0.0,19.8,58.15,45.36,103.51,0,0,1,0,Churned
1000,33,0,37.027663,-119.69056,0,10,14.53,30.0,98.5,1058.25,145.3,1313.55,0,0,1,0,Churned
1001,22,0,32.948262,-117.256086,0,56,35.59,69.0,73.85,4092.85,1993.04,6085.89,0,1,1,0,Churned
1002,42,3,34.027337,-118.28515,0,22,29.54,53.0,89.1,1949.4,649.88,2599.28,0,1,1,0,Stayed
1003,31,1,38.52576,-123.013347,9,72,7.16,24.0,106.1,7548.6,515.52,8040.73,0,1,0,0,Stayed
1005,59,2,37.809014,-122.269739,3,39,15.06,11.0,51.05,2066.0,587.34,2653.34,1,1,1,0,Stayed
1007,44,0,37.787186,-122.14633,0,1,16.06,3.0,89.1,89.1,16.06,105.16,0,1,1,0,Churned
1008,61,0,38.050558,-121.646924,3,52,18.02,3.0,91.6,4627.8,937.04,5624.84,0,0,0,0,Stayed
1009,35,0,38.200231,-121.235034,1,10,1.09,18.0,98.5,1037.75,10.9,1048.65,0,1,1,0,Churned
1010,34,0,35.342891,-119.064803,0,4,38.01,5.0,49.25,208.45,152.04,360.49,0,1,1,0,Stayed
1011,21,0,37.32886,-121.834567,7,70,0.0,30.0,59.5,4144.8,0.0,4121.08,1,1,0,0,Stayed
1012,39,0,32.730583,-115.501083,7,60,30.14,0.0,19.95,1258.15,1808.4,3066.55,0,0,0,0,Stayed
1013,78,0,34.406256,-119.726936,7,8,25.57,12.0,64.4,581.7,204.56,786.26,0,1,0,0,Stayed
1014,31,0,34.099869,-118.326843,1,10,32.07,22.0,102.1,1068.85,320.7,1389.55,0,1,1,0,Churned
1016,69,1,37.277592,-121.986477,9,64,37.09,0.0,24.4,1548.65,2373.76,3922.41,0,0,0,0,Stayed
1017,39,0,34.486835,-117.362274,6,66,42.23,30.0,105.2,6936.85,2787.18,9724.03,0,1,1,0,Stayed
1018,27,2,32.76501,-117.19938,7,49,36.08,59.0,93.65,4520.15,1767.92,6254.94,0,1,0,1,Stayed
1020,55,1,37.963995,-122.288296,0,36,21.3,18.0,94.7,3512.5,766.8,4279.3,0,1,1,0,Stayed
1021,24,0,33.923573,-118.200669,8,58,26.99,53.0,68.4,3972.25,1565.42,5537.67,0,1,0,1,Stayed
1022,55,0,37.045728,-120.630682,0,7,34.59,12.0,74.9,490.55,242.13,732.68,0,1,1,0,Stayed
1024,75,0,34.103578,-117.04054,5,72,21.37,13.0,116.05,8404.9,1538.64,10063.54,0,0,0,0,Stayed
1025,76,0,37.540582,-122.509594,2,35,4.16,28.0,81.6,2815.25,145.6,2960.85,0,1,0,1,Stayed
1026,52,0,41.572813,-124.035011,0,28,35.52,26.0,94.5,2659.4,994.56,3653.96,0,1,1,0,Churned
1027,45,0,36.936228,-121.785559,0,30,17.26,19.0,100.4,2936.25,517.8,3454.05,0,1,1,0,Stayed
1028,49,1,35.996008,-120.85305,1,52,11.3,10.0,93.25,4631.7,587.6,5219.3,0,1,1,0,Stayed
1029,63,1,32.827238,-117.089287,1,72,31.83,14.0,116.85,8477.7,2291.76,10769.46,0,1,0,0,Stayed
1030,31,1,34.128284,-118.047732,10,31,9.56,0.0,20.65,702.05,296.36,954.65,0,0,1,0,Stayed
1031,25,1,34.581308,-118.931948,2,70,35.9,59.0,78.35,5445.95,2513.0,7958.95,0,1,0,1,Stayed
1032,51,2,32.787836,-117.232376,5,53,26.84,12.0,85.7,4616.1,1422.52,6038.62,0,1,1,0,Stayed
1033,28,0,36.385818,-119.224243,0,1,10.98,0.0,20.2,20.2,10.98,31.18,0,0,1,0,Churned
1034,51,3,39.12334,-122.838198,1,10,18.62,0.0,20.15,220.8,186.2,407.0,0,0,0,0,Stayed
1035,68,0,38.493888,-122.777141,0,1,0.0,9.0,25.7,25.7,0.0,25.7,0,1,1,0,Churned
1036,46,0,40.271535,-121.018087,0,29,5.69,0.0,19.85,573.05,165.01,738.06,0,0,1,0,Stayed
1037,21,3,38.69549,-121.307864,4,59,42.37,73.0,86.75,5186.0,2499.83,7835.83,0,0,0,0,Stayed
1038,34,0,32.857946,-116.561917,0,2,19.52,16.0,45.85,81.0,39.04,120.04,0,1,1,0,Churned
1039,57,0,34.088017,-118.327168,0,58,14.99,12.0,106.45,6145.85,869.42,7015.27,0,1,0,1,Churned
1040,21,1,37.999406,-121.686241,9,45,25.69,26.0,73.85,3371.0,1156.05,4527.05,1,1,0,0,Stayed
1041,32,0,33.994676,-117.372498,0,12,11.04,16.0,81.45,912.0,132.48,1044.48,0,1,1,0,Stayed
1042,36,0,34.002642,-118.287596,0,12,17.46,9.0,89.4,1095.65,209.52,1305.17,0,1,1,0,Churned
1043,23,0,38.34719,-122.697822,6,33,48.49,51.0,44.55,1462.6,1600.17,3062.77,1,1,1,0,Stayed
1044,31,0,33.362575,-117.299644,0,9,36.43,16.0,74.65,703.55,327.87,1031.42,1,1,1,0,Churned
1045,25,0,37.828416,-122.216005,1,7,19.23,52.0,89.75,608.8,134.61,717.39,0,1,1,0,Churned
1046,34,0,35.391733,-118.984109,5,66,32.04,19.0,63.3,4189.7,2114.64,6263.72,1,1,0,0,Stayed
1047,63,0,32.787836,-117.232376,1,52,46.59,26.0,96.25,4990.25,2422.68,7532.93,0,0,0,0,Churned
1048,57,0,34.139082,-118.39275,6,49,0.0,11.0,40.65,2070.75,0.0,2070.75,0,1,1,0,Stayed
1049,34,2,37.454924,-122.203168,2,61,42.85,11.0,49.7,2961.4,2613.85,5575.25,1,1,0,1,Stayed
1050,19,0,38.157794,-121.520223,0,24,26.64,0.0,25.15,553.0,639.36,1192.36,0,0,0,0,Stayed
1052,58,3,40.923558,-122.059933,10,17,32.27,28.0,62.1,1096.65,548.59,1645.24,0,1,0,1,Stayed
1053,53,0,36.633498,-119.298895,0,12,23.2,0.0,20.4,266.6,278.4,545.0,0,0,1,0,Stayed
1054,58,0,39.043387,-121.409837,0,1,47.83,12.0,62.05,62.05,47.83,119.88,1,0,1,0,Churned
1055,77,0,37.669516,-120.626964,2,61,2.19,8.0,98.3,6066.55,133.59,6200.14,0,1,0,1,Stayed
1056,19,0,37.233226,-121.78809,0,27,36.39,26.0,69.35,1927.3,982.53,2909.83,1,1,0,1,Stayed
1057,53,2,34.061634,-117.893169,2,48,36.18,29.0,99.7,4977.2,1736.64,6713.84,0,1,0,1,Stayed
1058,50,0,32.805518,-117.169052,5,71,44.06,6.0,99.0,6994.6,3128.26,10162.86,0,0,0,0,Stayed
1059,28,3,34.255203,-117.175654,9,4,35.2,52.0,58.5,224.85,140.8,365.65,1,1,1,0,Stayed
1060,40,0,41.465121,-122.380947,6,61,27.66,29.0,106.2,6375.2,1687.26,8062.46,0,1,1,0,Stayed
1061,23,0,37.990118,-122.012188,0,31,45.71,58.0,104.35,3205.6,1417.01,4622.61,0,1,1,0,Stayed
1062,53,0,38.689174,-121.218435,1,32,37.48,13.0,84.15,2585.95,1199.36,3785.31,0,1,1,0,Churned
1063,22,0,36.303793,-119.375646,0,30,42.49,73.0,106.4,3211.9,1274.7,4546.6,0,0,1,0,Stayed
1064,31,1,32.912664,-116.635387,4,55,31.3,0.0,20.0,1087.25,1721.5,2808.75,0,0,1,0,Stayed
1065,37,0,36.78724,-119.827813,0,42,5.95,0.0,20.35,869.9,249.9,1119.8,0,0,1,0,Stayed
1066,21,0,37.306612,-122.080621,1,70,16.78,48.0,114.2,7723.9,1174.6,8849.96,0,1,0,0,Churned
1067,25,2,36.751489,-119.68072,1,71,29.41,0.0,23.9,1663.5,2088.11,3751.61,0,0,0,0,Stayed
1068,25,0,32.587557,-116.636816,0,43,24.85,26.0,115.05,4895.1,1068.55,5952.89,0,1,0,0,Stayed
1069,37,0,34.460197,-119.802602,0,19,0.0,6.0,25.15,468.35,0.0,468.35,1,1,1,0,Stayed
1070,33,1,33.988572,-118.186565,1,19,13.13,0.0,19.8,344.5,249.47,593.97,0,0,0,1,Stayed
1071,43,0,32.64164,-116.985026,0,12,18.71,0.0,19.7,220.35,224.52,444.87,0,0,1,0,Stayed
1072,53,0,37.639029,-120.964772,0,4,3.03,11.0,63.75,226.2,12.12,238.32,1,1,1,0,Stayed
1073,79,0,33.119028,-117.166036,0,13,4.45,25.0,82.0,1127.2,57.85,1185.05,0,1,1,0,Churned
1074,21,0,40.582399,-122.195512,0,4,41.72,69.0,84.05,333.55,166.88,500.43,0,1,1,0,Churned
1075,59,0,37.590421,-122.306467,0,8,23.89,14.0,94.0,773.65,191.12,964.77,0,1,1,0,Churned
1076,65,0,34.098275,-117.967399,7,70,12.07,17.0,90.05,6333.4,844.9,7178.3,1,1,0,0,Stayed
1077,39,0,33.798266,-118.300237,4,68,38.38,20.0,92.2,6392.85,2609.84,9002.69,1,1,0,0,Stayed
1078,55,0,37.941456,-122.320968,1,5,1.16,7.0,78.75,412.1,5.8,427.9,0,0,1,0,Churned
1079,20,0,39.003358,-121.022539,0,12,28.16,42.0,99.95,1132.75,337.92,1590.67,0,0,1,0,Churned
1080,26,3,36.414216,-121.360597,1,57,4.18,73.0,97.55,5598.0,238.26,5836.26,0,1,0,1,Stayed
1081,60,1,33.141265,-116.967221,10,51,14.54,0.0,19.95,1028.75,741.54,1770.29,0,0,0,0,Stayed
1082,64,0,38.147852,-120.440124,0,4,7.49,17.0,55.2,220.65,29.96,250.61,0,1,1,0,Stayed
1083,70,0,35.383937,-119.020428,2,70,14.48,7.0,105.35,7511.9,1013.6,8525.5,0,1,0,0,Stayed
1084,42,0,38.434138,-121.30587,1,30,15.36,0.0,19.65,655.85,460.8,1116.65,0,0,1,0,Churned
1085,31,0,37.605926,-120.69955,0,7,35.91,27.0,90.45,593.45,251.37,844.82,0,1,1,0,Churned
1086,66,0,35.073777,-118.652112,0,19,29.8,16.0,87.3,1637.3,566.2,2203.5,0,1,1,0,Stayed
1087,26,0,38.625096,-121.383658,0,1,23.63,85.0,60.1,60.1,23.63,83.73,0,1,1,0,Churned
1088,60,0,34.227846,-119.079903,0,12,16.45,23.0,112.95,1384.75,197.4,1582.15,0,1,1,0,Churned
1089,36,0,38.526941,-122.709096,0,17,46.6,2.0,51.5,900.5,792.2,1657.36,0,1,1,0,Churned
1090,79,0,34.419203,-119.710008,1,66,28.86,25.0,99.5,6822.15,1904.76,8726.91,0,1,1,0,Churned
1091,26,0,32.961064,-117.134917,0,3,36.48,59.0,45.35,141.5,109.44,250.94,1,1,1,0,Churned
1092,76,0,33.783047,-118.1486,7,51,2.21,10.0,93.65,4839.15,112.71,4951.86,0,1,0,1,Stayed
1093,38,0,33.362575,-117.299644,0,51,5.62,16.0,80.0,4242.35,286.62,4528.97,0,1,1,0,Churned
1094,44,0,32.832706,-116.873258,10,71,18.41,0.0,19.85,1379.6,1307.11,2686.71,0,0,0,0,Stayed
1095,53,0,34.102119,-117.815532,0,35,25.04,21.0,75.35,2636.05,876.4,3512.45,0,1,1,0,Churned
1096,64,0,34.165383,-118.123752,0,11,2.95,21.0,51.1,531.15,32.45,563.6,1,1,1,0,Stayed
1097,39,0,35.924252,-116.188668,0,2,41.64,25.0,76.4,160.8,83.28,244.08,1,1,1,0,Churned
1098,74,0,38.99003,-121.114408,0,26,47.63,26.0,95.0,2497.2,1238.38,3795.58,0,0,1,0,Churned
1099,37,2,39.170376,-120.838404,1,60,28.45,0.0,23.95,1506.4,1707.0,3213.4,0,0,0,1,Stayed
1100,27,3,38.499302,-122.92444,1,62,39.67,41.0,81.45,4983.05,2459.54,7428.44,0,1,0,1,Stayed
1101,47,0,39.495768,-121.747472,0,12,36.11,13.0,45.0,524.35,433.32,957.67,1,1,1,0,Stayed
1102,42,0,33.972119,-118.020188,0,4,29.11,9.0,75.35,338.1,116.44,454.54,0,1,1,0,Churned
1103,76,0,37.946282,-121.139499,0,45,15.65,18.0,93.9,4200.25,704.25,4904.5,0,1,0,0,Stayed
1104,29,0,34.255442,-118.421314,0,1,30.92,69.0,45.15,45.15,30.92,76.07,1,1,1,0,Churned
1105,59,0,38.9386,-120.785514,0,8,26.47,0.0,20.7,137.6,211.76,349.36,0,0,1,0,Stayed
1106,30,0,37.734971,-120.954271,0,2,26.87,52.0,75.9,143.35,53.74,197.09,0,1,1,0,Churned
1107,38,0,38.208336,-120.339938,2,68,26.64,0.0,24.95,1614.9,1811.52,3426.42,0,0,0,0,Stayed
1108,54,0,38.475465,-121.443625,4,36,19.24,18.0,106.05,3834.4,692.64,4577.04,0,0,0,0,Stayed
1110,55,0,34.727529,-118.153098,1,42,0.0,5.0,33.55,1445.3,0.0,1495.3,0,0,0,1,Churned
1111,75,0,34.207295,-118.400022,0,5,36.36,12.0,89.8,502.6,181.8,684.4,0,1,1,0,Churned
1112,40,0,38.065359,-122.665566,0,10,45.69,18.0,84.7,832.05,456.9,1276.14,0,1,1,0,Churned
1113,42,0,33.807882,-118.347957,1,68,44.24,5.0,83.0,5685.8,3008.32,8694.12,0,1,0,1,Churned
1114,75,0,36.057458,-118.591951,7,20,5.31,10.0,94.55,1899.65,106.2,2005.85,0,1,1,0,Churned
1115,30,0,39.24124,-120.054765,0,29,15.06,0.0,19.4,554.25,436.74,990.99,0,0,0,0,Stayed
1117,19,0,36.560498,-117.962461,0,14,36.22,59.0,50.1,709.5,507.08,1216.58,0,1,1,0,Stayed
1118,46,0,34.501452,-118.207862,0,5,10.99,29.0,44.05,202.15,54.95,257.1,1,1,1,0,Stayed
1119,29,1,40.426679,-121.850421,0,19,35.45,0.0,20.5,398.55,673.55,1048.03,0,0,0,0,Stayed
1120,80,0,37.774633,-122.274434,3,71,37.25,0.0,25.45,1789.65,2644.75,4434.4,0,0,0,0,Stayed
1121,72,0,34.165783,-118.399795,0,4,0.0,10.0,50.95,207.35,0.0,207.35,1,1,0,0,Stayed
1123,38,2,37.965695,-121.260051,0,6,16.91,0.0,20.2,98.35,101.46,199.81,0,0,1,0,Stayed
1124,77,2,38.192608,-120.957842,1,32,49.21,19.0,100.4,3217.65,1574.72,4792.37,0,1,0,1,Stayed
1125,45,0,34.115192,-118.61017,10,68,15.65,5.0,91.7,6424.7,1064.2,7488.9,1,1,0,0,Stayed
1126,48,0,33.850504,-118.039892,5,33,20.02,27.0,93.8,3124.5,660.66,3785.16,0,1,0,1,Churned
1127,40,0,39.903272,-121.843567,0,63,19.01,20.0,109.85,7002.95,1197.63,8200.58,0,1,1,0,Stayed
1128,35,0,33.540604,-117.10909,8,53,34.46,0.0,19.9,1110.05,1826.38,2936.43,0,0,0,0,Stayed
1129,71,3,34.108833,-118.229715,0,18,11.33,52.0,95.45,1752.55,203.94,1910.88,0,1,1,0,Churned
1130,65,0,38.578807,-123.19338,0,6,12.67,20.0,74.1,450.9,76.02,526.92,0,1,0,0,Stayed
1131,75,1,37.670526,-120.877572,3,59,16.15,26.0,88.75,5348.65,952.85,6301.5,0,1,1,0,Stayed
1132,60,0,34.037342,-119.80079,0,1,4.18,8.0,49.65,49.65,4.18,93.83,1,0,1,0,Churned
1133,50,0,40.497283,-123.93037,0,48,44.76,18.0,70.95,3629.2,2148.48,5777.68,1,1,0,1,Stayed
1135,64,0,38.598936,-120.963092,0,37,17.46,22.0,100.05,3810.55,646.02,4456.57,0,1,1,0,Stayed
1136,61,0,38.805481,-120.13287,0,27,2.69,15.0,49.0,1291.35,72.63,1363.98,0,1,1,0,Stayed
1137,57,0,33.999992,-117.535395,1,14,7.62,3.0,89.65,1208.35,106.68,1435.03,0,0,1,0,Churned
1138,32,0,34.187599,-118.387125,0,72,15.03,22.0,75.1,5336.35,1082.16,6418.51,0,1,0,0,Stayed
1139,28,0,38.685069,-121.543709,0,3,46.6,76.0,79.4,244.65,139.8,384.45,0,1,1,0,Churned
1140,27,0,33.864622,-118.179626,4,70,5.77,48.0,108.15,7930.55,403.9,8334.45,0,1,0,1,Stayed
1141,45,0,34.017697,-118.200577,10,12,11.04,0.0,19.8,202.25,132.48,334.73,0,0,0,1,Stayed
1142,56,0,38.574856,-121.46504,0,23,46.17,0.0,20.45,481.1,1061.91,1543.01,0,0,0,1,Stayed
1143,60,1,32.677716,-117.047666,6,23,27.49,21.0,69.5,1652.1,632.27,2267.48,0,1,1,0,Stayed
1144,54,0,33.695532,-116.310571,0,40,2.83,22.0,93.4,3756.4,113.2,3865.42,0,1,1,0,Stayed
1145,44,0,36.77462,-121.664714,0,11,40.59,22.0,45.2,492.0,446.49,1088.49,1,0,1,0,Stayed
1146,55,0,35.480896,-120.469476,0,42,38.74,0.0,19.8,849.9,1627.08,2476.98,0,0,0,1,Stayed
1147,36,0,37.529656,-120.854357,1,34,13.45,12.0,78.3,2564.3,457.3,3021.6,0,1,1,0,Churned
1148,43,1,37.222842,-121.988727,0,12,26.13,23.0,76.6,893.0,313.56,1206.56,0,1,1,0,Stayed
1149,53,0,33.930931,-117.361788,6,71,5.22,10.0,95.65,6856.95,370.62,7227.57,0,1,0,1,Stayed
1150,27,0,33.988543,-118.334081,8,39,0.0,48.0,25.25,947.75,0.0,947.75,1,1,0,1,Stayed
1151,44,1,38.830739,-122.196202,2,58,44.1,19.0,66.8,3970.4,2557.8,6528.2,1,1,1,0,Stayed
1152,21,1,38.326215,-122.718742,8,61,42.11,0.0,19.1,1143.8,2568.71,3712.51,0,0,0,1,Stayed
1153,71,0,36.757345,-119.818274,1,19,30.44,26.0,66.4,1286.05,578.36,1864.41,1,1,1,0,Stayed
1154,30,0,33.867593,-118.080637,0,61,42.4,71.0,107.75,6521.9,2586.4,9108.3,0,1,0,1,Stayed
1155,44,0,33.745746,-116.514215,0,12,9.6,23.0,59.8,727.8,115.2,843.0,0,1,0,1,Churned
1156,44,2,34.108455,-118.362081,10,16,7.14,0.0,19.7,301.55,114.24,415.79,0,0,0,0,Stayed
1157,24,0,37.818589,-120.256995,0,60,30.92,26.0,61.4,3638.25,1855.2,5493.45,1,1,0,0,Stayed
1158,39,0,34.102084,-118.451629,3,52,44.65,3.0,61.35,3169.55,2321.8,5491.35,0,1,1,0,Stayed
1159,53,0,34.195685,-118.490752,0,17,5.49,14.0,69.0,1108.0,93.33,1167.66,1,1,1,0,Stayed
1160,79,0,38.060264,-122.830646,0,9,43.34,2.0,80.85,751.65,390.06,1141.71,0,1,1,0,Churned
1161,64,0,33.987945,-118.370442,0,63,26.74,0.0,24.2,1618.2,1684.62,3302.82,0,0,0,0,Stayed
1162,65,0,34.438581,-119.685368,0,46,11.93,26.0,91.3,4126.35,548.78,4675.13,0,1,0,1,Stayed
1163,51,0,33.936298,-116.849577,0,42,0.0,13.0,54.75,2348.45,0.0,2428.45,1,0,0,1,Stayed
1164,33,3,37.721052,-122.413573,10,47,41.54,0.0,19.75,948.9,1952.38,2901.28,0,0,0,0,Stayed
1165,53,0,33.784597,-117.844535,0,51,9.21,30.0,90.35,4614.55,469.71,5084.26,0,1,0,1,Stayed
1166,21,1,33.748478,-117.858918,1,45,45.21,59.0,54.65,2553.7,2034.45,4588.15,0,1,0,0,Stayed
1167,38,3,36.819628,-119.440414,1,53,20.44,0.0,20.2,1068.15,1083.32,2151.47,0,0,0,1,Stayed
1168,64,0,32.807867,-117.060993,0,42,18.79,16.0,101.75,4273.45,789.18,5062.63,0,1,1,0,Churned
1169,67,0,37.233034,-121.947427,0,5,45.72,6.0,89.5,477.7,228.6,706.3,0,1,1,0,Churned
1171,34,0,34.105935,-117.2914,1,54,42.09,9.0,109.75,6110.2,2272.86,8383.06,0,1,0,0,Churned
